epoch,train_mse_std,val_mse_std
1,0.10327960076781034,0.04470175504684448
2,0.026630843371507017,0.01813557930290699
3,0.016543415984584926,0.013807211071252823
4,0.010485868027580177,0.007518824655562639
5,0.006854475655472094,0.00620250403881073
6,0.005720786204633101,0.005087248049676418
7,0.00434736014340393,0.0037215754855424166
8,0.0033517449326350116,0.002868164796382189
9,0.0025854652349103302,0.0024810470640659332
10,0.0022950593471081017,0.002220402006059885
11,0.002121856354834202,0.0020007616840302944
12,0.0019362680584199086,0.0019541331566870213
13,0.0018143625319143673,0.001802817452698946
14,0.0017057126247489202,0.0016976111801341176
15,0.0015518069473713283,0.0015453577507287264
16,0.001506429918364058,0.0017421517986804247
17,0.0014416429479572398,0.0012927871430292726
18,0.0013330809941636212,0.0014613703824579716
19,0.0012515960341035108,0.0012733699986711144
20,0.0011690133765222372,0.0011347867548465729
21,0.0011494400522840198,0.0011128766927868128
22,0.0010748265154269852,0.0010167867876589298
23,0.0010298516839049702,0.0010322825983166695
24,0.0009561155653912812,0.0011065145954489708
25,0.0009466332574570773,0.0010245047742500901
26,0.0009061721823637082,0.0010272139916196465
27,0.0008710041879808234,0.0008676909492351115
28,0.0008252501979145057,0.0008525967132300138
29,0.0007840268422106291,0.0008251489489339292
30,0.0008275601869215763,0.0008180543663911521
31,0.0007471002088080738,0.0007300804718397558
32,0.000749156515793347,0.0007575874333269894
33,0.0007148446770911862,0.0007179061067290604
34,0.0007143355940061688,0.0007371008396148682
35,0.0007041762172205329,0.0007727859192527831
36,0.0006746135349747243,0.0007577260839752853
37,0.0006828039137657623,0.0007603630656376481
38,0.0006659865060947168,0.0007053231238387525
39,0.0006449229931637604,0.0006225981051102281
40,0.000626536145047804,0.0007285402389243245
41,0.0006321391451063564,0.0007877781754359603
42,0.0006070159988284581,0.0007584248087368906
43,0.0006102968175564356,0.0005758083425462246
44,0.0006015044930723021,0.0005882431869395077
45,0.0005974327971719519,0.000612191332038492
46,0.0005800655722797728,0.0007003271603025496
47,0.0005611598984252362,0.0005725228111259639
48,0.0005662060475531945,0.0005315315211191773
49,0.0005503830718518434,0.0006247897399589419
50,0.0005409050893746794,0.0005501534906215966
51,0.0005465930610724046,0.0005032522021792829
52,0.000548776900404264,0.0006027406780049205
53,0.0005323560164613101,0.0005663441261276603
54,0.000527117954121419,0.0005279321339912713
55,0.0005143140112258447,0.0006946158828213811
56,0.0005139205861777932,0.000523156370036304
57,0.0005145310880245991,0.000532901962287724
58,0.0005023806610538827,0.0005069043254479766
59,0.0004829433533810828,0.0005001059616915882
60,0.0005115779839078104,0.00051038374658674
61,0.0004914799268643492,0.0005441350513137877
62,0.0004615199726506543,0.000545941642485559
63,0.0004825978725573978,0.00046699284575879574
64,0.0004694822608383451,0.000492132909130305
65,0.0004812417189753231,0.00048527674516662955
66,0.00045438493216551595,0.000462387251900509
67,0.00045910353875136723,0.0004481279174797237
68,0.0004454380081872025,0.0004889641422778368
69,0.000450103626487746,0.0005617779679596424
70,0.000447482852998634,0.0005044075660407543
71,0.0004438848751984448,0.0004635315272025764
72,0.00043522480618160976,0.00040910104871727526
73,0.00042897520084155406,0.0004095120239071548
74,0.0004421434135042587,0.00043130453559570014
75,0.00042191934791522125,0.0004166733124293387
76,0.0004121423019517649,0.0005167643539607525
77,0.0004215301989221867,0.0004555340565275401
78,0.00040950915087491164,0.0004141138924751431
79,0.00041523032759569953,0.000512090977281332
80,0.0003913102911570717,0.000497645465657115
81,0.00039768394979203915,0.00040817621629685163
82,0.000394041007504904,0.00038409989792853594
83,0.0003931382230982709,0.00046774777001701295
84,0.00037842806151146974,0.00048423881526105106
85,0.0003795572082487393,0.0005121424910612404
86,0.0003845889335289645,0.00040787900798022747
87,0.00036733515137743537,0.0003835813549812883
88,0.00038727129593753756,0.00041111535392701626
89,0.0003497658319340532,0.0003902040480170399
90,0.00035931279123428754,0.0003810931521002203
91,0.0003458350923225638,0.0004951260634697974
92,0.0003506351856964298,0.00035594761720858514
93,0.00036259952958560867,0.0003803529543802142
94,0.0003418447533071167,0.00031768815824761987
95,0.0003431471269743745,0.00035705609479919076
96,0.00035233507639966,0.0003229233552701771
97,0.0003333966387350664,0.0003900585579685867
98,0.00032782974985272366,0.0004415498988237232
99,0.0003390585515972472,0.0003813154762610793
100,0.00032176325535886944,0.0005092964274808764
101,0.00033897228677964804,0.0003555014554876834
102,0.0003232784940430408,0.00039331484003923833
103,0.00032748071096605117,0.0003415585379116237
104,0.0003033768411666594,0.00035120343090966344
105,0.0003164486158396572,0.00041390990372747183
106,0.0003269258244376003,0.0003124312497675419
107,0.00031672151945169564,0.00029098844970576465
108,0.00031150395171529525,0.00040477895527146757
109,0.00032323077251352335,0.00032102802651934326
110,0.0003024765773805308,0.0003895632107742131
111,0.0003056803640155667,0.0003116129373665899
112,0.0002919420367638858,0.0003132380952592939
113,0.000310142748352605,0.00030158800655044615
114,0.00029931792517327166,0.00034377831616438925
115,0.00030187045616566815,0.0003691737074404955
116,0.0002969398937516691,0.00039024409488774836
117,0.00029366018950885544,0.00033296571928076446
118,0.00029323181086683806,0.000328164198435843
119,0.0002897243987333874,0.0002953264629468322
120,0.00028424881777187243,0.0003448686038609594
121,0.00028348029372465356,0.00031061682966537774
