epoch,train_mse_std,val_mse_std
1,0.09733719956231945,0.03514687344431877
2,0.017476441893706156,0.01140167098492384
3,0.010341896827909857,0.009498720988631248
4,0.008045918980725722,0.006539524532854557
5,0.0053987342768929344,0.004441689699888229
6,0.004187167713238127,0.00383160007186234
7,0.003435249106449431,0.002959850477054715
8,0.002674173928926643,0.0023991665802896023
9,0.0021889120026643114,0.0019264523871243
10,0.0018609197460407803,0.0017217349959537387
11,0.001640304753223138,0.0014696570578962564
12,0.001477190656557686,0.001550506567582488
13,0.0014049171699318265,0.0012190217385068536
14,0.001268465428505011,0.0012906320625916123
15,0.001168854162926995,0.0011682513868436217
16,0.001118729816378525,0.0013718513073399663
17,0.001009337360361145,0.0009278772049583495
18,0.0009719938299639092,0.0009229840943589807
19,0.0009063886247840889,0.0010851500555872917
20,0.0008656468270712581,0.0008538497495464981
21,0.0008261496790895883,0.0008217425202019513
22,0.0007966749652729828,0.0007654582732357085
23,0.0007465354299834219,0.0008086212910711765
24,0.0007262301316929187,0.0007668832549825311
25,0.0007014842775234888,0.0006291082827374339
26,0.0006665907786044733,0.0007235184893943369
27,0.0006188306384132511,0.0006717448122799397
28,0.0006092943787345768,0.0007542920066043735
29,0.0005938199249677652,0.0007663492579013109
30,0.000592896033021395,0.0005500029656104743
31,0.0005552979326428985,0.0005310535780154169
32,0.0005601981186654446,0.0005338394548743963
33,0.0005250729385710626,0.000594726821873337
34,0.0005052706801440648,0.0005165449692867696
35,0.0004921714678748087,0.0005927017773501575
36,0.0004814547059144076,0.00048774981405586004
37,0.0004647867819279436,0.00045774239697493613
38,0.0004525177420833756,0.0004897562321275473
39,0.0004452890951664849,0.00041143796988762915
40,0.0004303364862749179,0.000445505982497707
41,0.0004218979303691437,0.0005229465896263719
42,0.0004100967460917224,0.0004326300404500216
43,0.00040073209949041216,0.0003703432739712298
44,0.00039314854186934026,0.00040464362245984375
45,0.00037541369024014624,0.0003762444539461285
46,0.0003838186161111618,0.00035396646126173437
47,0.00036978535960688916,0.00042088955524377525
48,0.00036676320340675925,0.00037780130514875054
49,0.0003562562246762226,0.0003396205429453403
50,0.0003438195445601636,0.00034147291444242
51,0.00034970724821121346,0.000406616396503523
52,0.00035064802729606396,0.00032945454586297274
53,0.0003273529999794088,0.00045044798753224313
54,0.00034273735706616106,0.0003853123926091939
55,0.0003215295298921431,0.00033826232538558543
56,0.00031295141760771496,0.00027671296265907586
57,0.0003158192458784742,0.00036427634768188
58,0.0003093549741965836,0.0003726513241417706
59,0.00032662337522343366,0.0004029805422760546
60,0.00030997536621133967,0.000293362740194425
61,0.00029412443912737036,0.0003274244663771242
62,0.0002976763152895781,0.00031294068321585655
63,0.0003003190602552592,0.0003117283631581813
64,0.0002875051925012457,0.00026649056235328317
65,0.00029040522753900357,0.00033344520488753915
66,0.00028734056290662195,0.0003174858575221151
67,0.00028125368854860135,0.00029618904227390885
68,0.00028094815033793594,0.00027689317357726395
69,0.0002751837245269953,0.00028513811412267387
70,0.00026225385715175333,0.0002718985779210925
71,0.0002803705689138469,0.00030158093431964517
72,0.00027593143236541597,0.00025496166199445724
73,0.0002611709390026287,0.00028421354363672435
74,0.00025840953056393206,0.00028004529303871095
75,0.0002773595753628539,0.0003837125841528177
76,0.00025136176924735404,0.00022473838180303574
77,0.0002515823199633778,0.0003348783648107201
78,0.0002638947941623356,0.0002516635286156088
79,0.0002593086669490744,0.0002599123981781304
80,0.0002507736696350904,0.00029392633587121964
81,0.00025606034218224696,0.0002578851126600057
82,0.0002451560230871622,0.00031587760895490646
83,0.00024709265998997123,0.00023850867000874132
84,0.00025142393614654133,0.00027837182278744876
85,0.00024192474211137945,0.0002202038886025548
86,0.0002423877749024674,0.00026936884387396276
87,0.0002574359217730574,0.00026076409267261624
88,0.000235804914795007,0.000240710869547911
89,0.00023840939032528514,0.00024599352036602795
90,0.00023950612172697223,0.00023191689979285002
91,0.0002349169628203666,0.00023546512238681316
92,0.00023187277306525048,0.00023114727810025215
93,0.00024179940776907117,0.0003351115738041699
94,0.0002335543976165567,0.00024225532251875848
95,0.00022067111168015013,0.0003054879489354789
96,0.0002360506186960265,0.000221674534259364
97,0.00021609470233963072,0.00028530845884233713
98,0.00022589478853402977,0.00021463126176968217
99,0.000226249913898913,0.0002043128915829584
