epoch,train_mse_std,val_mse_std
1,0.09772796918326475,0.035958707332611084
2,0.01857810130877458,0.011987019330263138
3,0.011332392936037815,0.010571145452558994
4,0.008631906736900917,0.006732617970556021
5,0.005796855466246223,0.004986796528100967
6,0.004672364832772116,0.0041190809570252895
7,0.0035874788241607343,0.003047679318115115
8,0.002684534353483298,0.0024731410667300224
9,0.002238838581182744,0.0020806225948035717
10,0.0019382383485820138,0.0018091693054884672
11,0.0017306715483271552,0.0016570271691307425
12,0.0015822938349484457,0.001682722824625671
13,0.00149277980548757,0.0013117881026118994
14,0.0013263139697523886,0.0013209012104198337
15,0.001219414774829886,0.001246424624696374
16,0.0011790010864655717,0.0012549539096653461
17,0.001094641773263418,0.0010095498291775584
18,0.0010626577771987282,0.0009693917236290872
19,0.000993063749036355,0.0011976081877946854
20,0.0009286841759636957,0.0009497043211013079
21,0.0009108278335334301,0.0008658105507493019
22,0.0008520009365912622,0.0008291156846098602
23,0.0008002462186271724,0.000793564657215029
24,0.0007494269531616904,0.0007481102948077023
25,0.0007409060008268823,0.0006976320291869342
26,0.0007018439982608267,0.0006948375958018005
27,0.0006595872601381822,0.0006897326093167067
28,0.0006401667857059096,0.000739647017326206
29,0.0006241280016433141,0.0007021886412985623
30,0.0006267617455976496,0.0005320899072103202
31,0.0005838869977444479,0.0005903997225686908
32,0.0005813542025809056,0.0005574056413024664
33,0.0005632769081263141,0.0005808746791444719
34,0.0005521918069171146,0.000504607567563653
35,0.0005214263236412347,0.0007207955350168049
36,0.0005153300535079378,0.0005151421646587551
37,0.0004961671375999843,0.0004952025483362377
38,0.000500208121191087,0.0004920766223222017
39,0.00047866851029665613,0.0004934731405228376
40,0.0004645649521331553,0.0004959746147505939
41,0.0004451716342350124,0.0004739856522064656
42,0.00042669219209623595,0.0004659096011891961
43,0.0004383745719306256,0.000393711612559855
44,0.0004340506592027799,0.00047122820978984237
45,0.0004069295450998215,0.00040431212983094156
46,0.00039956686339150414,0.00043362367432564497
47,0.00038061067638080225,0.00038499932270497084
48,0.0003880236987771562,0.00037607428384944797
49,0.0003663056727028001,0.0003643828968051821
50,0.00036249164139347105,0.0003593257861211896
51,0.0003685682948001522,0.00042343753739260137
52,0.00036421048754917276,0.0003660139918792993
53,0.0003483467441119451,0.00044038178748451173
54,0.00037009112891899437,0.00041683914605528116
55,0.00033470673819235993,0.00045122837764211
56,0.0003364661053664577,0.0003217971243429929
57,0.00032755245462164686,0.00033206347143277526
58,0.0003312709215882454,0.0004465649544727057
59,0.00032507182474880627,0.0004984106635674834
60,0.000332203462001207,0.000377325079170987
61,0.0003137644062689599,0.00031522702192887664
62,0.00030317869353647833,0.00033277447801083326
63,0.00031550964592765317,0.0003198032209184021
64,0.00029783578118895926,0.0002909874019678682
65,0.00029506530007006944,0.0002952864160761237
66,0.00030052286525507213,0.0002747786056715995
67,0.00028768528431719526,0.0002755267487373203
68,0.00029478295231825404,0.0002899384417105466
69,0.0002878427796425056,0.0003303602570667863
70,0.0002766097820248162,0.00028379063587635756
71,0.00028385997686975243,0.00033213343704119325
72,0.0002770822897887154,0.00028770018252544105
73,0.000274025985244934,0.00025963207008317113
74,0.0002664800779244878,0.00031107733957469463
75,0.0002764989257740347,0.00046368379844352603
76,0.0002608587356423448,0.000269177631707862
77,0.0002695963624034799,0.00029194707167334855
