epoch,train_mse_std,val_mse_std
1,0.08241678586049206,0.0276222825050354
2,0.013888363021560409,0.008392530493438244
3,0.00796907376566088,0.007532631512731314
4,0.006674986463755206,0.005863702390342951
5,0.004990039180055043,0.004180779214948416
6,0.003757174606511618,0.003263899590820074
7,0.0029414332947664823,0.002608573529869318
8,0.0024667597425611218,0.002341083250939846
9,0.0021393594704057608,0.0019244224531576037
10,0.001858795738916919,0.0017928523011505604
11,0.001675214707511741,0.0016684653237462044
12,0.0015107405739512901,0.0016900388291105628
13,0.0013381129723864607,0.0012648431584239006
14,0.0012226214255053054,0.001228634617291391
15,0.0011565555027520907,0.0012024766765534878
16,0.0010960773971158213,0.0013040917692705989
17,0.0010279847441583367,0.0010414383141323924
18,0.0009800328920345066,0.000989940483123064
19,0.0008862413753503406,0.0009528999798931181
20,0.0008759159537098648,0.000935062300413847
21,0.0008274868106847489,0.0008200235315598547
22,0.0007826778507247479,0.0007287606131285429
23,0.000738361242339628,0.000769909645896405
24,0.000708581184382232,0.0007436474552378058
25,0.0006919732651251013,0.0006944886990822852
26,0.0006600553185808416,0.000828114862088114
27,0.0006438878526501664,0.0007344122277572751
28,0.0005962381220164741,0.0005599544383585453
29,0.0005799596484897784,0.0005943981232121587
30,0.0005835236728142852,0.0005936369416303933
31,0.0005547639018821086,0.0005954130901955068
32,0.0005381695074995492,0.0006013671518303454
33,0.0005323114076316854,0.0005673053092323244
34,0.0005081397645350825,0.00044713247916661203
35,0.0004902072107718179,0.0005059062968939543
36,0.00048056893386721436,0.0005636101122945547
37,0.0004662166545282491,0.000484517659060657
38,0.00046132809615104887,0.00047192300553433597
39,0.0004542893044275131,0.0004837634915020317
40,0.00044067104728964806,0.00045724777737632394
41,0.0004299822197124614,0.0004788758233189583
42,0.00041594130501672083,0.00040186758269555867
43,0.00041463842421388716,0.0004228060715831816
44,0.0004065198578209475,0.0003948459925595671
45,0.00040938948582044005,0.0003758564416784793
46,0.0004036261772613894,0.0004492526059038937
47,0.00039174361510919086,0.0003956709406338632
48,0.00039236204961201577,0.00036489858757704496
49,0.0003718770029254418,0.00038390731788240373
50,0.0003730135686387831,0.00043544653453864157
51,0.00036709662292738337,0.000361922022420913
52,0.00036548035362117347,0.00043286665459163487
53,0.0003647619376175695,0.0004359766317065805
54,0.00036233547329860087,0.00039182353066280484
55,0.000353370874250134,0.0003861372242681682
56,0.0003520868549640997,0.0003714404010679573
57,0.0003442735019043323,0.00032318761805072427
58,0.0003355305461360693,0.0003456337144598365
59,0.0003505332285935873,0.0003858783165924251
60,0.00033158750347882487,0.00037920664181001484
61,0.000332144614162436,0.0003339189861435443
62,0.0003303015574340843,0.0003543609636835754
63,0.0003305199019786675,0.00033594536944292486
64,0.0003065979929187146,0.00035698991268873215
65,0.00031910737307309776,0.0003955922438763082
66,0.00033156436904617867,0.00037989806151017547
67,0.00030686267102741633,0.00029959314269945025
68,0.00030775247156084555,0.0003371766651980579
69,0.00029762866643982745,0.00032788157113827765
70,0.0003100257000357672,0.0003222626110073179
71,0.00031170817217627845,0.0003964256029576063
72,0.0002917919408613424,0.00031615985790267587
73,0.0002977107029284352,0.00029008887941017747
74,0.0002881444541467575,0.00035048258723691106
75,0.00028525179953712773,0.0003314248169772327
76,0.0002928254437125058,0.000355408905306831
77,0.00028991193431953115,0.0003676536143757403
78,0.0002817288289854126,0.0002940762788057327
